,.model,Region,Product,MAE
686,harmonic8,R5,DFW,238297.5493
687,harmonic8,R5,DNW,20671.28955
688,harmonic8,R5,EFD,17418.69845
689,harmonic8,R5,EFW,22214.68097
690,harmonic8,R5,ENW,3564.528875
691,harmonic8,R6,AFD,1989208.915
692,harmonic8,R6,AFW,4686174.201
693,harmonic8,R6,ANW,37592.98022
694,harmonic8,R6,BFD,1925277.228
695,harmonic8,R6,BFW,173964.3494
696,harmonic8,R6,BNW,304493.8352
697,harmonic8,R6,CFD,3095407.125
698,harmonic8,R6,CFW,4151057.89
699,harmonic8,R6,CNW,2774259.151
700,harmonic8,R6,DFD,168649.7615
701,harmonic8,R6,DFW,2758942.252
702,harmonic8,R6,DNW,35947.80861
703,harmonic8,R6,EFD,93284.1638
704,harmonic8,R6,EFW,685216.5263
705,harmonic8,R6,ENW,26058.85839
706,harmonic8,R7,AFD,278564.0661
707,harmonic8,R7,AFW,4311667.086
708,harmonic8,R7,ANW,33448.98788
709,harmonic8,R7,BFD,249919.2282
710,harmonic8,R7,BFW,267976.6222
711,harmonic8,R7,BNW,260630.4076
712,harmonic8,R7,CFD,1567620.55
713,harmonic8,R7,CFW,11620277.36
714,harmonic8,R7,CNW,22795.58552
715,harmonic8,R7,DFD,169815.2075
716,harmonic8,R7,DFW,533669.6979
717,harmonic8,R7,DNW,84976.26536
718,harmonic8,R7,EFD,468678.1539
719,harmonic8,R7,EFW,251291.1988
720,harmonic8,R7,ENW,6784.296152
721,harmonic8,R8,AFD,177653.2469
722,harmonic8,R8,AFW,901220.1196
723,harmonic8,R8,ANW,15186.86609
724,harmonic8,R8,BFD,112987.1851
725,harmonic8,R8,BFW,67404.06502
726,harmonic8,R8,BNW,121255.4949
727,harmonic8,R8,CFD,5948043.296
728,harmonic8,R8,CFW,1840050.564
729,harmonic8,R8,CNW,172736.1006
730,harmonic8,R8,DFD,135965.658
731,harmonic8,R8,DFW,208443.9435
732,harmonic8,R8,DNW,9260.890923
733,harmonic8,R8,EFD,194841.5044
734,harmonic8,R8,EFW,138552.0938
735,harmonic8,R8,ENW,5681.738496
736,harmonic8,R9,AFD,56053.86536
737,harmonic8,R9,AFW,2328364.902
738,harmonic8,R9,ANW,2970.657258
739,harmonic8,R9,BFD,20302.57861
740,harmonic8,R9,BFW,7474.560024
741,harmonic8,R9,BNW,2989.183741
742,harmonic8,R9,CFD,6395589.175
743,harmonic8,R9,CFW,408816.8521
744,harmonic8,R9,CNW,27759.49334
745,harmonic8,R9,DFD,328625.5483
746,harmonic8,R9,DFW,156149.8861
747,harmonic8,R9,DNW,16696.0811
748,harmonic8,R9,EFD,70248.37859
749,harmonic8,R9,EFW,24859.0365
750,harmonic8,R9,ENW,3390.445728
751,snaive,R1,AFD,48320
752,snaive,R1,AFW,418700
753,snaive,R1,ANW,20220
754,snaive,R1,BFD,58440
755,snaive,R1,BFW,74200
756,snaive,R1,BNW,59960
757,snaive,R1,CFD,433540
758,snaive,R1,CFW,391500
759,snaive,R1,CNW,57140
760,snaive,R1,DFD,83140
761,snaive,R1,DFW,167008
762,snaive,R1,DNW,12460
763,snaive,R1,EFD,37660
764,snaive,R1,EFW,44584
765,snaive,R1,ENW,7386
766,snaive,R10,AFD,218780
767,snaive,R10,AFW,1847700
768,snaive,R10,ANW,126360
769,snaive,R10,BFD,215720
770,snaive,R10,BFW,341600
771,snaive,R10,BNW,379460
772,snaive,R10,CFD,1805740
773,snaive,R10,CFW,1472860
774,snaive,R10,CNW,142380
775,snaive,R10,DFD,470960
776,snaive,R10,DFW,685526
777,snaive,R10,DNW,161830
778,snaive,R10,EFD,239440
779,snaive,R10,EFW,239836
780,snaive,R10,ENW,320768
781,snaive,R2,AFD,16320
782,snaive,R2,AFW,74300
783,snaive,R2,ANW,5580
784,snaive,R2,BFD,13220
785,snaive,R2,BFW,21960
786,snaive,R2,BNW,35820
787,snaive,R2,CFD,125040
788,snaive,R2,CFW,309200
789,snaive,R2,CNW,57140
790,snaive,R2,DFD,24346
791,snaive,R2,DFW,6762
792,snaive,R2,DNW,1088
793,snaive,R2,EFD,5880
794,snaive,R2,EFW,10626
795,snaive,R2,ENW,2534
796,snaive,R3,AFD,33360
797,snaive,R3,AFW,58600
798,snaive,R3,ANW,8980
799,snaive,R3,BFD,25080
800,snaive,R3,BFW,6700
801,snaive,R3,BNW,5380
802,snaive,R3,CFD,55980
803,snaive,R3,CFW,173280
804,snaive,R3,CNW,49280
805,snaive,R3,DFD,43900
806,snaive,R3,DFW,1582
807,snaive,R3,DNW,270
808,snaive,R3,EFD,4560
809,snaive,R3,EFW,11790
810,snaive,R3,ENW,6306
811,snaive,R4,AFD,18260
812,snaive,R4,AFW,120600
813,snaive,R4,ANW,7440
814,snaive,R4,BFD,20400
815,snaive,R4,BFW,12040
816,snaive,R4,BNW,15840
817,snaive,R4,CFD,83120
818,snaive,R4,CFW,117320
819,snaive,R4,CNW,16400
820,snaive,R4,DFD,20260
821,snaive,R4,DFW,23600
822,snaive,R4,DNW,7296
823,snaive,R4,EFD,7600
824,snaive,R4,EFW,10470
825,snaive,R4,ENW,4988
826,snaive,R5,AFD,29200
827,snaive,R5,AFW,185100
828,snaive,R5,ANW,13040
829,snaive,R5,BFD,30060
830,snaive,R5,BFW,23940
831,snaive,R5,BNW,24740
832,snaive,R5,CFD,99540
833,snaive,R5,CFW,144940
834,snaive,R5,CNW,41780
835,snaive,R5,DFD,20420
836,snaive,R5,DFW,42888
837,snaive,R5,DNW,18634
838,snaive,R5,EFD,16400
839,snaive,R5,EFW,14090
840,snaive,R5,ENW,4564
841,snaive,R6,AFD,67840
842,snaive,R6,AFW,512500
843,snaive,R6,ANW,72780
844,snaive,R6,BFD,81180
845,snaive,R6,BFW,81700
846,snaive,R6,BNW,87440
847,snaive,R6,CFD,603580
848,snaive,R6,CFW,361500
849,snaive,R6,CNW,40480
850,snaive,R6,DFD,138480
851,snaive,R6,DFW,198200
852,snaive,R6,DNW,51442
853,snaive,R6,EFD,76580
854,snaive,R6,EFW,75512
855,snaive,R6,ENW,23932
856,snaive,R7,AFD,68060
857,snaive,R7,AFW,733100
858,snaive,R7,ANW,29080
859,snaive,R7,BFD,62360
860,snaive,R7,BFW,117260
861,snaive,R7,BNW,67140
862,snaive,R7,CFD,819960
863,snaive,R7,CFW,545120
864,snaive,R7,CNW,40840
865,snaive,R7,DFD,119422
866,snaive,R7,DFW,231876
867,snaive,R7,DNW,47492
868,snaive,R7,EFD,73566
869,snaive,R7,EFW,54082
870,snaive,R7,ENW,7938
871,snaive,R8,AFD,50020
872,snaive,R8,AFW,311600
873,snaive,R8,ANW,18200
874,snaive,R8,BFD,33640
875,snaive,R8,BFW,29960
876,snaive,R8,BNW,27220
877,snaive,R8,CFD,133420
878,snaive,R8,CFW,178700
879,snaive,R8,CNW,29860
880,snaive,R8,DFD,37900
881,snaive,R8,DFW,46540
882,snaive,R8,DNW,17660
883,snaive,R8,EFD,17440
884,snaive,R8,EFW,19140
885,snaive,R8,ENW,6034
886,snaive,R9,AFD,7860
887,snaive,R9,AFW,87900
888,snaive,R9,ANW,4920
889,snaive,R9,BFD,8100
890,snaive,R9,BFW,6360
891,snaive,R9,BNW,5600
892,snaive,R9,CFD,58580
893,snaive,R9,CFW,70420
894,snaive,R9,CNW,12320
895,snaive,R9,DFD,18470
896,snaive,R9,DFW,14850
897,snaive,R9,DNW,6792
898,snaive,R9,EFD,4360
899,snaive,R9,EFW,6902
900,snaive,R9,ENW,3286
901,stlf,R1,AFD,51072.24921
902,stlf,R1,AFW,2953353.126
903,stlf,R1,ANW,30882.35053
904,stlf,R1,BFD,2505471.818
905,stlf,R1,BFW,85486.33091
906,stlf,R1,BNW,66393.45923
907,stlf,R1,CFD,442453.1624
908,stlf,R1,CFW,500215.9405
909,stlf,R1,CNW,54065.88285
910,stlf,R1,DFD,89391.05008
911,stlf,R1,DFW,202533.9767
912,stlf,R1,DNW,9961.095773
913,stlf,R1,EFD,30683.16876
914,stlf,R1,EFW,54192.51299
915,stlf,R1,ENW,7787.939407
916,stlf,R10,AFD,3122789.875
917,stlf,R10,AFW,2416535.865
918,stlf,R10,ANW,86171.9775
919,stlf,R10,BFD,16687138.81
920,stlf,R10,BFW,484363.024
921,stlf,R10,BNW,170623.0758
922,stlf,R10,CFD,1941934.818
923,stlf,R10,CFW,1228367.45
924,stlf,R10,CNW,88915.32654
925,stlf,R10,DFD,382471.7017
926,stlf,R10,DFW,701381.5073
927,stlf,R10,DNW,160357.2911
928,stlf,R10,EFD,180768.8297
929,stlf,R10,EFW,153188.6571
930,stlf,R10,ENW,264145.7338
931,stlf,R2,AFD,64175.1069
932,stlf,R2,AFW,252745.9692
933,stlf,R2,ANW,826.6575831
934,stlf,R2,BFD,8762.806085
935,stlf,R2,BFW,22892.28853
936,stlf,R2,BNW,33610.35414
937,stlf,R2,CFD,109062.8589
938,stlf,R2,CFW,326172.1013
939,stlf,R2,CNW,8967.777372
940,stlf,R2,DFD,36992.84908
941,stlf,R2,DFW,7507.688546
942,stlf,R2,DNW,1142.473535
943,stlf,R2,EFD,11041.92499
944,stlf,R2,EFW,40940.11207
945,stlf,R2,ENW,353.9068519
946,stlf,R3,AFD,32529.62877
947,stlf,R3,AFW,91278.86557
948,stlf,R3,ANW,1582.430748
949,stlf,R3,BFD,25900.14057
950,stlf,R3,BFW,9902.98834
951,stlf,R3,BNW,3054.116504
952,stlf,R3,CFD,7377.905711
953,stlf,R3,CFW,157137.2172
954,stlf,R3,CNW,504.2898358
955,stlf,R3,DFD,46547.09804
956,stlf,R3,DFW,551.085569
957,stlf,R3,DNW,49.89629178
958,stlf,R3,EFD,3334.946191
959,stlf,R3,EFW,116927.5315
960,stlf,R3,ENW,1090.233558
961,stlf,R4,AFD,18567.00987
962,stlf,R4,AFW,174754.7479
963,stlf,R4,ANW,6053.334469
964,stlf,R4,BFD,46928.35223
965,stlf,R4,BFW,15889.22077
966,stlf,R4,BNW,26786.48689
967,stlf,R4,CFD,89530.25614
968,stlf,R4,CFW,105440.4974
969,stlf,R4,CNW,16557.82886
970,stlf,R4,DFD,24109.78312
971,stlf,R4,DFW,27502.4887
972,stlf,R4,DNW,4505.938518
973,stlf,R4,EFD,6983.339459
974,stlf,R4,EFW,10362.22591
975,stlf,R4,ENW,3439.848794
976,stlf,R5,AFD,50108.3281
977,stlf,R5,AFW,219028.4926
978,stlf,R5,ANW,11013.03625
979,stlf,R5,BFD,277005.6789
980,stlf,R5,BFW,28683.20642
981,stlf,R5,BNW,15218.41975
982,stlf,R5,CFD,119941.9215
983,stlf,R5,CFW,136965.3783
984,stlf,R5,CNW,37433.57508
985,stlf,R5,DFD,20794.55259
986,stlf,R5,DFW,51982.19355
987,stlf,R5,DNW,8571.323181
988,stlf,R5,EFD,19504.87844
989,stlf,R5,EFW,16547.40226
990,stlf,R5,ENW,8578.73622
991,stlf,R6,AFD,404278.9729
992,stlf,R6,AFW,505206.4474
993,stlf,R6,ANW,31966.67053
994,stlf,R6,BFD,88415.62178
995,stlf,R6,BFW,103744.1212
996,stlf,R6,BNW,43257.96702
997,stlf,R6,CFD,646226.0464
998,stlf,R6,CFW,222719.8851
999,stlf,R6,CNW,98806.98216
1000,stlf,R6,DFD,133166.9999
1001,stlf,R6,DFW,211261.2449
1002,stlf,R6,DNW,29535.3664
1003,stlf,R6,EFD,89931.03856
1004,stlf,R6,EFW,85572.69287
1005,stlf,R6,ENW,30125.0956
1006,stlf,R7,AFD,55654.38524
1007,stlf,R7,AFW,719527.7363
1008,stlf,R7,ANW,28764.62502
1009,stlf,R7,BFD,151994.275
1010,stlf,R7,BFW,162079.5808
1011,stlf,R7,BNW,35277.95613
1012,stlf,R7,CFD,911766.9038
1013,stlf,R7,CFW,620421.4403
1014,stlf,R7,CNW,183242.6158
1015,stlf,R7,DFD,152834.6525
1016,stlf,R7,DFW,283386.6851
1017,stlf,R7,DNW,34817.55959
1018,stlf,R7,EFD,102253.1302
1019,stlf,R7,EFW,66902.41343
1020,stlf,R7,ENW,4667.950883
1021,stlf,R8,AFD,219686.2384
1022,stlf,R8,AFW,455554.6272
1023,stlf,R8,ANW,15418.74236
1024,stlf,R8,BFD,225910.3557
1025,stlf,R8,BFW,35674.7058
1026,stlf,R8,BNW,12266.21546
1027,stlf,R8,CFD,247377.9964
1028,stlf,R8,CFW,165959.7142
1029,stlf,R8,CNW,79328.40211
1030,stlf,R8,DFD,40465.65091
1031,stlf,R8,DFW,49917.02525
1032,stlf,R8,DNW,8835.265034
1033,stlf,R8,EFD,31327.70525
1034,stlf,R8,EFW,29986.33122
1035,stlf,R8,ENW,5705.972811
1036,stlf,R9,AFD,6470.606143
1037,stlf,R9,AFW,257835.8842
1038,stlf,R9,ANW,2751.258276
1039,stlf,R9,BFD,35319.60364
1040,stlf,R9,BFW,3650.324271
1041,stlf,R9,BNW,3563.984852
1042,stlf,R9,CFD,114945.1828
1043,stlf,R9,CFW,89535.45639
1044,stlf,R9,CNW,4899.011193
1045,stlf,R9,DFD,24579.02015
1046,stlf,R9,DFW,15308.05729
1047,stlf,R9,DNW,6483.852333
1048,stlf,R9,EFD,4817.481107
1049,stlf,R9,EFW,8917.543175
1050,stlf,R9,ENW,311.2794911
